Cup #,Dead,Crisper setup,L2,Time_in_treatment_L2,Days_1_L2,Time_to_20deg_L2,L3,Time_in_treatment_L3,Days_1_L3,Time_to_20deg_L3,L4,Time_in_treatment_L4,Days_1_L4,Time_to_20deg_L4,L5,Time_in_treatment_L5,Days_2_L5,Time_to_20deg_L5,L5.5,Time_in_treatment_L5.5,Days_2_L5.5,Time_to_20deg_L5.5,L6,Time_in_treatment_L6,Days_5_L6,Time_to_20deg_L6,L6.5,Time_in_treatment_L6.5,Days_5_L6.5,Time_to_20deg_L6.5,Pupa,Sex
109,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,19-03-2018,10:00,20-03-2018,09:00,26-03-2018,10:00,27-03-2018,10:00,01-04-2018,12:00,03-04-2018,09:00,,,,,10-04-2018,10:00,15-04-2018,09:00,,,,,25-04-2018,F
110,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,22-03-2018,10:00,23-03-2018,09:00,27-03-2018,10:00,29-03-2018,09:00,,,,,03-04-2018,11:00,08-04-2018,09:00,,,,,19-04-2018,M
111,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,24-03-2018,10:00,25-03-2018,09:00,29-03-2018,11:00,31-03-2018,09:00,03-04-2018,11:00,05-04-2018,10:00,06-04-2018,10:00,11-04-2018,09:00,,,,,25-04-2018,F
112,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,23-03-2018,10:00,24-03-2018,09:00,28-03-2018,10:00,30-03-2018,09:00,,,,,05-04-2018,11:00,10-04-2018,09:00,,,,,19-04-2018,F
113,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,19-03-2018,10:00,20-03-2018,09:00,26-03-2018,10:00,27-03-2018,10:00,31-03-2018,10:00,02-04-2018,09:00,06-04-2018,10:00,08-04-2018,09:00,15-04-2018,10:00,20-04-2018,09:00,,,,,02-05-2018,F
114,15-04-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,21-03-2018,14:00,22-03-2018,09:00,14-04-2018,10:00,15-04-2018,09:00,,,,,,,,,,,,,,,,,,
115,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,21-03-2018,14:00,22-03-2018,09:00,29-03-2018,11:00,31-03-2018,09:00,,,,,07-04-2018,11:00,12-04-2018,10:00,,,,,25-04-2018,M
116,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,21-03-2018,14:00,22-03-2018,09:00,27-03-2018,10:00,29-03-2018,09:00,,,,,03-04-2018,11:00,08-04-2018,09:00,,,,,19-04-2018,F
117,11-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,19-03-2018,10:00,20-03-2018,09:00,25-03-2018,10:00,26-03-2018,09:00,31-03-2018,10:00,02-04-2018,09:00,,,,,08-04-2018,10:00,13-04-2018,10:00,,,,,26-04-2018,F
119,11-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,23-03-2018,10:00,24-03-2018,09:00,27-03-2018,10:00,29-03-2018,09:00,02-04-2018,10:00,04-04-2018,09:00,07-04-2018,11:00,12-04-2018,10:00,,,,,17-04-2018,F
121,21-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,18-03-2018,10:00,19-03-2018,09:00,23-03-2018,10:00,24-03-2018,09:00,27-03-2018,10:00,29-03-2018,09:00,,,,,03-04-2018,11:00,08-04-2018,09:00,,,,,17-04-2018,M
123,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,23-03-2018,10:00,24-03-2018,09:00,28-03-2018,10:00,30-03-2018,09:00,,,,,30-03-2018,10:00,04-04-2018,09:00,,,,,14-04-2018,M
124,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,22-03-2018,10:00,23-03-2018,09:00,28-03-2018,10:00,30-03-2018,09:00,05-04-2018,11:00,07-04-2018,09:00,12-04-2018,11:00,17-04-2018,09:00,,,,,09-05-2018,M
125,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,22-03-2018,10:00,23-03-2018,09:00,26-03-2018,10:00,28-03-2018,09:00,,,,,31-03-2018,10:00,05-04-2018,10:00,,,,,11-04-2018,M
126,18-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,18-03-2018,10:00,19-03-2018,09:00,24-03-2018,10:00,25-03-2018,09:00,30-03-2018,10:00,01-04-2018,11:00,,,,,06-04-2018,10:00,11-04-2018,09:00,,,,,24-04-2018,F
128,13-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,23-03-2018,10:00,24-03-2018,09:00,28-03-2018,10:00,30-03-2018,09:00,,,,,03-04-2018,11:00,08-04-2018,09:00,,,,,21-04-2018,F
130,22-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,18-03-2018,10:00,19-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,
131,19-04-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,23-03-2018,10:00,24-03-2018,09:00,01-04-2018,12:00,03-04-2018,09:00,,,,,13-04-2018,10:00,19-04-2018,09:00,,,,,,
132,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,18-03-2018,10:00,19-03-2018,09:00,23-03-2018,10:00,24-03-2018,09:00,27-03-2018,10:00,29-03-2018,09:00,01-04-2018,12:00,03-04-2018,09:00,08-04-2018,10:00,13-04-2018,10:00,,,,,22-04-2018,F
133,15-04-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,20-03-2018,10:00,21-03-2018,09:00,25-03-2018,10:00,26-03-2018,09:00,02-04-2018,10:00,04-04-2018,09:00,,,,,10-04-2018,10:00,15-04-2018,09:00,,,,,,
134,13-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
135,18-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
136,19-04-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,18-03-2018,10:00,19-03-2018,09:00,23-03-2018,10:00,24-03-2018,09:00,28-03-2018,10:00,30-03-2018,09:00,05-04-2018,11:00,07-04-2018,09:00,17-04-2018,10:00,22-04-2018,,,,,,,
137,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,22-03-2018,10:00,23-03-2018,09:00,26-03-2018,10:00,28-03-2018,09:00,,,,,03-04-2018,11:00,08-04-2018,09:00,,,,,20-04-2018,M
138,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,21-03-2018,14:00,22-03-2018,09:00,28-03-2018,10:00,30-03-2018,09:00,,,,,05-04-2018,11:00,10-04-2018,09:00,,,,,23-04-2018,F
139,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,19-03-2018,10:00,20-03-2018,09:00,25-03-2018,10:00,26-03-2018,09:00,31-03-2018,10:00,02-04-2018,09:00,,,,,08-04-2018,10:00,13-04-2018,10:00,,,,,28-04-2018,M
140,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,15-03-2018,10:00,16-03-2018,09:00,21-03-2018,14:00,22-03-2018,09:00,26-03-2018,10:00,28-03-2018,09:00,,,,,03-04-2018,11:00,08-04-2018,09:00,,,,,24-04-2018,F
141,11-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,20-03-2018,10:00,21-03-2018,09:00,25-03-2018,10:00,27-03-2018,10:00,,,,,31-03-2018,10:00,05-04-2018,10:00,,,,,09-04-2018,F
143,21-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,18-03-2018,10:00,19-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,
144,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,15-03-2018,10:00,16-03-2018,09:00,20-03-2018,10:00,21-03-2018,09:00,24-03-2018,10:00,26-03-2018,09:00,,,,,31-03-2018,10:00,05-04-2018,10:00,,,,,14-04-2018,F
145,10-04-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,19-03-2018,10:00,20-03-2018,09:00,25-03-2018,10:00,26-03-2018,09:00,29-03-2018,11:00,31-03-2018,09:00,,,,,04-04-2018,10:00,09-04-2018,10:00,,,,,,
146,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,22-03-2018,10:00,23-03-2018,09:00,26-03-2018,10:00,28-03-2018,09:00,,,,,01-04-2018,12:00,06-04-2018,09:00,,,,,15-04-2018,F
147,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,20-03-2018,10:00,21-03-2018,09:00,25-03-2018,10:00,26-03-2018,09:00,29-03-2018,11:00,31-03-2018,09:00,03-04-2018,11:00,05-04-2018,10:00,05-04-2018,11:00,10-04-2018,09:00,,,,,23-04-2018,F
148,27-04-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,21-03-2018,14:00,22-03-2018,09:00,26-03-2018,10:00,28-03-2018,09:00,,,,,03-04-2018,11:00,08-04-2018,09:00,,,,,,
149,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,18-03-2018,10:00,19-03-2018,09:00,24-03-2018,10:00,25-03-2018,09:00,29-03-2018,11:00,31-03-2018,09:00,,,,,05-04-2018,11:00,10-04-2018,09:00,,,,,20-04-2018,F
150,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,18-03-2018,10:00,19-03-2018,09:00,22-03-2018,10:00,23-03-2018,09:00,27-03-2018,10:00,29-03-2018,09:00,,,,,02-04-2018,10:00,07-04-2018,09:00,,,,,09-04-2018,M
151,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,23-03-2018,10:00,24-03-2018,09:00,28-03-2018,10:00,30-03-2018,09:00,30-03-2018,10:00,01-04-2018,11:00,05-04-2018,11:00,10-04-2018,09:00,,,,,19-04-2018,F
152,08-04-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,19-03-2018,10:00,20-03-2018,09:00,26-03-2018,10:00,27-03-2018,10:00,01-04-2018,12:00,03-04-2018,09:00,,,,,03-04-2018,11:00,08-04-2018,09:00,,,,,,
153,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,21-03-2018,14:00,22-03-2018,09:00,26-03-2018,10:00,28-03-2018,09:00,,,,,04-04-2018,10:00,09-04-2018,10:00,,,,,07-05-2018,F
154,03-05-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,18-03-2018,10:00,19-03-2018,09:00,23-03-2018,10:00,24-03-2018,09:00,27-03-2018,10:00,29-03-2018,09:00,,,,,03-04-2018,11:00,08-04-2018,09:00,,,,,,
155,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,22-03-2018,10:00,23-03-2018,09:00,28-03-2018,10:00,30-03-2018,09:00,,,,,03-04-2018,11:00,08-04-2018,09:00,,,,,21-04-2018,F
156,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,23-03-2018,10:00,24-03-2018,09:00,27-03-2018,10:00,29-03-2018,09:00,03-04-2018,11:00,05-04-2018,10:00,10-04-2018,10:00,15-04-2018,09:00,,,,,27-04-2018,F
157,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,18-03-2018,10:00,19-03-2018,09:00,26-03-2018,10:00,27-03-2018,10:00,31-03-2018,10:00,02-04-2018,09:00,05-04-2018,11:00,07-04-2018,09:00,11-04-2018,10:00,16-04-2018,10:00,,,,,25-04-2018,F
158,24-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,22-03-2018,10:00,23-03-2018,09:00,,,,,,,,,,,,,,,,,,
159,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,21-03-2018,14:00,22-03-2018,09:00,26-03-2018,10:00,28-03-2018,09:00,,,,,01-04-2018,12:00,06-04-2018,09:00,,,,,19-04-2018,F
160,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,21-03-2018,14:00,22-03-2018,09:00,24-03-2018,10:00,26-03-2018,09:00,,,,,02-04-2018,10:00,07-04-2018,09:00,,,,,18-04-2018,M
161,26-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,
162,21-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,
163,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,18-03-2018,10:00,19-03-2018,09:00,24-03-2018,10:00,25-03-2018,09:00,29-03-2018,11:00,31-03-2018,09:00,,,,,04-04-2018,10:00,09-04-2018,10:00,,,,,20-04-2018,M
164,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,21-03-2018,14:00,22-03-2018,09:00,25-03-2018,10:00,27-03-2018,10:00,,,,,31-03-2018,10:00,05-04-2018,10:00,,,,,13-04-2018,M
165,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,21-03-2018,14:00,22-03-2018,09:00,26-03-2018,10:00,28-03-2018,09:00,,,,,02-04-2018,10:00,07-04-2018,09:00,,,,,16-04-2018,M
166,11-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
167,22-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,18-03-2018,10:00,19-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,
168,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,21-03-2018,14:00,22-03-2018,09:00,25-03-2018,10:00,27-03-2018,10:00,,,,,05-04-2018,11:00,10-04-2018,09:00,,,,,23-04-2018,F
169,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,18-03-2018,10:00,19-03-2018,09:00,24-03-2018,10:00,25-03-2018,09:00,29-03-2018,11:00,31-03-2018,09:00,,,,,05-04-2018,11:00,10-04-2018,09:00,,,,,21-04-2018,F
170,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,22-03-2018,10:00,23-03-2018,09:00,27-03-2018,10:00,29-03-2018,09:00,,,,,03-04-2018,11:00,08-04-2018,09:00,,,,,24-04-2018,F
171,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,20-03-2018,10:00,21-03-2018,09:00,24-03-2018,10:00,26-03-2018,09:00,,,,,31-03-2018,10:00,05-04-2018,10:00,,,,,12-04-2018,F
172,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,23-03-2018,10:00,24-03-2018,09:00,27-03-2018,10:00,29-03-2018,09:00,01-04-2018,12:00,03-04-2018,09:00,08-04-2018,10:00,13-04-2018,10:00,,,,,22-04-2018,F
173,17-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
174,16-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,15-03-2018,10:00,16-03-2018,09:00,20-03-2018,10:00,21-03-2018,09:00,24-03-2018,10:00,26-03-2018,09:00,,,,,27-03-2018,10:00,01-04-2018,11:00,,,,,11-04-2018,M
176,11-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,21-03-2018,14:00,22-03-2018,09:00,27-03-2018,10:00,29-03-2018,09:00,,,,,03-04-2018,11:00,08-04-2018,09:00,,,,,22-04-2018,M
178,11-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
179,26-05-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,21-03-2018,14:00,22-03-2018,09:00,26-03-2018,10:00,28-03-2018,09:00,,,,,03-04-2018,11:00,08-04-2018,09:00,,,,,,
180,03-05-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,22-03-2018,10:00,23-03-2018,09:00,28-03-2018,10:00,30-03-2018,09:00,,,,,06-04-2018,10:00,11-04-2018,09:00,,,,,,
181,27-04-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,23-03-2018,10:00,24-03-2018,09:00,28-03-2018,10:00,30-03-2018,09:00,,,,,04-04-2018,10:00,09-04-2018,10:00,,,,,,
182,03-05-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,18-03-2018,10:00,19-03-2018,09:00,23-03-2018,10:00,24-03-2018,09:00,27-03-2018,10:00,29-03-2018,09:00,,,,,05-04-2018,11:00,10-04-2018,09:00,,,,,,
183,22-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,
184,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,18-03-2018,10:00,19-03-2018,09:00,23-03-2018,10:00,24-03-2018,09:00,28-03-2018,10:00,30-03-2018,09:00,,,,,05-04-2018,11:00,10-04-2018,09:00,,,,,25-04-2018,F
185,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,19-03-2018,10:00,20-03-2018,09:00,23-03-2018,10:00,24-03-2018,09:00,26-03-2018,10:00,28-03-2018,09:00,,,,,02-04-2018,10:00,07-04-2018,09:00,,,,,19-04-2018,F
186,14-04-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,23-03-2018,10:00,24-03-2018,09:00,27-03-2018,10:00,29-03-2018,09:00,,,,,05-04-2018,11:00,10-04-2018,09:00,,,,,,
187,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,19-03-2018,10:00,20-03-2018,09:00,24-03-2018,10:00,25-03-2018,09:00,30-03-2018,10:00,01-04-2018,11:00,,,,,07-04-2018,11:00,12-04-2018,10:00,,,,,26-04-2018,M
188,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,18-03-2018,10:00,19-03-2018,09:00,24-03-2018,10:00,25-03-2018,09:00,28-03-2018,10:00,30-03-2018,09:00,04-04-2018,10:00,06-04-2018,09:00,11-04-2018,10:00,16-04-2018,10:00,,,,,02-05-2018,F
189,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,18-03-2018,10:00,19-03-2018,09:00,24-03-2018,10:00,25-03-2018,09:00,29-03-2018,11:00,31-03-2018,09:00,05-04-2018,11:00,07-04-2018,09:00,13-04-2018,10:00,19-04-2018,09:00,,,,,05-05-2018,F
190,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,24-03-2018,10:00,25-03-2018,09:00,29-03-2018,11:00,31-03-2018,09:00,,,,,06-04-2018,10:00,11-04-2018,09:00,,,,,22-04-2018,M
191,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,21-03-2018,14:00,22-03-2018,09:00,26-03-2018,10:00,28-03-2018,09:00,,,,,02-04-2018,10:00,07-04-2018,09:00,,,,,20-04-2018,F
192,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,24-03-2018,10:00,25-03-2018,09:00,29-03-2018,11:00,31-03-2018,09:00,,,,,06-04-2018,10:00,11-04-2018,09:00,,,,,22-04-2018,F
193,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,19-03-2018,10:00,20-03-2018,09:00,25-03-2018,10:00,26-03-2018,09:00,31-03-2018,10:00,02-04-2018,09:00,04-04-2018,10:00,06-04-2018,09:00,11-04-2018,10:00,16-04-2018,10:00,,,,,25-04-2018,F
194,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,19-03-2018,10:00,20-03-2018,09:00,24-03-2018,10:00,25-03-2018,09:00,29-03-2018,11:00,31-03-2018,09:00,01-04-2018,12:00,03-04-2018,09:00,07-04-2018,11:00,12-04-2018,10:00,,,,,20-04-2018,F
195,11-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
196,27-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,
197,21-04-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,23-03-2018,10:00,24-03-2018,09:00,27-03-2018,10:00,29-03-2018,09:00,04-04-2018,10:00,06-04-2018,09:00,07-04-2018,11:00,12-04-2018,10:00,16-04-2018,10:00,21-04-2018,09:00,,
198,11-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
199,11-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,21-03-2018,14:00,22-03-2018,09:00,25-03-2018,10:00,26-03-2018,09:00,30-03-2018,10:00,01-04-2018,11:00,,,,,06-04-2018,10:00,11-04-2018,09:00,,,,,17-04-2018,F
Extra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,
2,12-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,
3,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,22-03-2018,10:00,23-03-2018,09:00,27-03-2018,10:00,29-03-2018,09:00,,,,,02-04-2018,10:00,07-04-2018,09:00,,,,,20-04-2018,M
4,26-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,18-03-2018,10:00,19-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,
5,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,19-03-2018,10:00,20-03-2018,09:00,25-03-2018,10:00,26-03-2018,09:00,30-03-2018,10:00,01-04-2018,11:00,,,,,06-04-2018,10:00,11-04-2018,09:00,,,,,21-04-2018,M
6,12-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,20-03-2018,10:00,21-03-2018,09:00,25-03-2018,10:00,26-03-2018,09:00,30-03-2018,10:00,01-04-2018,11:00,,,,,07-04-2018,11:00,12-04-2018,10:00,,,,,28-04-2018,F
8,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,21-03-2018,14:00,22-03-2018,09:00,24-03-2018,10:00,26-03-2018,09:00,,,,,30-03-2018,10:00,04-04-2018,09:00,,,,,14-04-2018,F
9,12-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
11,17-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,,,,,
12,23-03-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,,,,,,,,,,,,,,,,,,,,,,
13,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,21-03-2018,14:00,22-03-2018,09:00,26-03-2018,10:00,28-03-2018,09:00,,,,,01-04-2018,12:00,06-04-2018,09:00,,,,,12-04-2018,M
14,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,21-03-2018,14:00,22-03-2018,09:00,26-03-2018,10:00,28-03-2018,09:00,,,,,30-03-2018,10:00,04-04-2018,09:00,,,,,16-04-2018,F
15,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,18-03-2018,10:00,19-03-2018,09:00,24-03-2018,10:00,25-03-2018,09:00,29-03-2018,11:00,31-03-2018,09:00,06-04-2018,10:00,08-04-2018,09:00,13-04-2018,10:00,19-04-2018,09:00,,,,,28-04-2018,M
16,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,20-03-2018,10:00,21-03-2018,09:00,25-03-2018,10:00,27-03-2018,10:00,,,,,31-03-2018,10:00,05-04-2018,10:00,,,,,15-04-2018,F
17,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,22-03-2018,10:00,23-03-2018,09:00,27-03-2018,10:00,29-03-2018,09:00,,,,,02-04-2018,10:00,07-04-2018,09:00,,,,,16-04-2018,M
18,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,23-03-2018,10:00,24-03-2018,09:00,30-03-2018,10:00,31-03-2018,09:00,05-04-2018,11:00,07-04-2018,09:00,10-04-2018,10:00,12-04-2018,10:00,18-04-2018,10:00,23-04-2018,10:00,,,,,07-05-2018,F
19,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,18-03-2018,10:00,19-03-2018,09:00,25-03-2018,10:00,26-03-2018,09:00,31-03-2018,10:00,02-04-2018,09:00,,,,,07-04-2018,11:00,12-04-2018,10:00,,,,,21-05-2018,M
20,27-04-2018,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,16-03-2018,11:00,17-03-2018,09:00,21-03-2018,14:00,22-03-2018,09:00,25-03-2018,10:00,27-03-2018,10:00,,,,,01-04-2018,12:00,06-04-2018,09:00,,,,,,
21,,05-03-2018,10-03-2018,11:00,11-03-2018,09:00,17-03-2018,11:00,18-03-2018,09:00,23-03-2018,10:00,24-03-2018,09:00,28-03-2018,10:00,30-03-2018,09:00,,,,,07-04-2018,11:00,12-04-2018,10:00,,,,,27-04-2018,M
